position,LM
passes_completed,-0.1546
passes,0.0086
dribbles_completed,-0.8568
dribbles,-0.7932
passes_completed_short,0.5132
passes_short,0.639
passes_completed_medium,-0.5416
passes_medium,-0.4957
passes_completed_long,-0.8212
passes_long,-0.6504
passes_total_distance,-0.5109
passes_free_kicks,-0.8842
through_balls,-0.632
passes_pressure,0.4456
passes_switches,-0.8952
crosses,0.3055
corner_kicks,-0.5565
passes_intercepted,3.0571
passes_blocked,0.8556
dispossessed,-0.3599
goals,0.6114
assists,-0.7711
pens_made,-0.2418
pens_att,-0.271
shots_total,1.1248
shots_on_target,0.6844
sca,0.7779
gca,0.5446
xg,0.8665
crosses_into_penalty_area,-0.0265
passes_into_final_third,-0.1981
passes_into_penalty_area,0.1498
progressive_passes,0.1819
carry_progressive_distance,-0.138
assisted_shots,-0.0569
fouled,0.6959
pens_won,2.4683
tackles,0.9267
interceptions,-0.6627
blocks,1.4946
tackles_won,1.0158
dribble_tackles,1.0301
dribbles_vs,1.5885
pressures,1.1527
pressure_regains,1.0819
clearances,-0.6644
errors,-0.3758
aerials_won,-0.9023
aerials_lost,-0.7222
ball_recoveries,0.6917
pens_conceded,-0.3182
fouls,-0.1577
cards_yellow_red,-0.1906
