position,WB
passes_completed,-0.3319
passes,-0.3352
dribbles_completed,0.0188
dribbles,0.0172
passes_completed_short,0.0545
passes_short,-0.0538
passes_completed_medium,-0.4152
passes_medium,-0.3396
passes_completed_long,-0.7219
passes_long,-0.5969
passes_total_distance,-0.5318
passes_free_kicks,-0.5975
through_balls,-0.632
passes_pressure,-0.9221
passes_switches,-0.6591
crosses,0.347
corner_kicks,-0.4634
passes_intercepted,-1.0143
passes_blocked,0.3774
dispossessed,-0.12
goals,-0.7238
assists,-0.247
pens_made,-0.2418
pens_att,-0.271
shots_total,-0.6795
shots_on_target,-0.628
sca,-0.4852
gca,-0.283
xg,-0.7029
crosses_into_penalty_area,0.4211
passes_into_final_third,-0.7446
passes_into_penalty_area,-0.3875
progressive_passes,-0.5705
carry_progressive_distance,0.5129
assisted_shots,-0.5033
fouled,0.7197
pens_won,-0.2935
tackles,1.5516
interceptions,2.3947
blocks,1.2457
tackles_won,1.0789
dribble_tackles,0.9858
dribbles_vs,0.6025
pressures,-0.3834
pressure_regains,-0.4908
clearances,0.1459
errors,-0.3758
aerials_won,-0.1829
aerials_lost,-0.1728
ball_recoveries,-0.1711
pens_conceded,-0.3182
fouls,0.6552
cards_yellow_red,1.1903
