position,FW
minutes,4462.0
passes_completed,-1.1374
passes,-1.1635
dribbles_completed,-0.9311
dribbles,-0.8982
passes_completed_short,-0.5755
passes_short,-0.3323
passes_completed_medium,-1.2247
passes_medium,-1.2057
passes_completed_long,-1.2236
passes_long,-1.5022
passes_total_distance,-1.2808
passes_free_kicks,-1.022
through_balls,-0.2033
passes_pressure,-0.2258
passes_switches,-1.2435
crosses,-0.8032
corner_kicks,-0.5375
passes_intercepted,-0.2502
passes_blocked,-0.3342
dispossessed,-0.479
goals,2.3974
assists,-0.4479
pens_made,2.6363
pens_att,2.9363
shots_total,1.3909
shots_on_target,1.3443
sca,-0.1899
gca,-0.2027
xg,2.0943
crosses_into_penalty_area,-0.6367
passes_into_final_third,-0.8106
passes_into_penalty_area,-0.6771
progressive_passes,-1.2829
carry_progressive_distance,-1.7175
assisted_shots,-0.2079
fouled,0.406
pens_won,0.6629
tackles,-1.253
interceptions,-1.0049
blocks,-1.2732
tackles_won,-1.272
dribble_tackles,-1.064
dribbles_vs,-1.0003
pressures,0.1494
pressure_regains,0.3096
clearances,-0.6997
errors,-0.376
aerials_won,2.5173
aerials_lost,3.3039
ball_recoveries,-1.106
pens_conceded,-0.3183
fouls,1.712
cards_yellow_red,-0.1907
