position,RW
minutes,0.1601
passes_completed,-0.5847
passes,-0.5581
dribbles_completed,1.6221
dribbles,1.5036
passes_completed_short,-0.1339
passes_short,-0.0825
passes_completed_medium,-0.6635
passes_medium,-0.6139
passes_completed_long,-0.9801
passes_long,-0.9539
passes_total_distance,-0.8013
passes_free_kicks,-0.9649
through_balls,0.7322
passes_pressure,0.492
passes_switches,-1.0849
crosses,0.0155
corner_kicks,-0.2824
passes_intercepted,0.1733
passes_blocked,0.2426
dispossessed,1.5808
goals,1.2069
assists,0.0006
pens_made,-0.2418
pens_att,-0.271
shots_total,0.8499
shots_on_target,0.6228
sca,0.7026
gca,0.4886
xg,1.2182
crosses_into_penalty_area,-0.51
passes_into_final_third,-0.2987
passes_into_penalty_area,0.5739
progressive_passes,-0.1146
carry_progressive_distance,0.8365
assisted_shots,0.1253
fouled,1.4564
pens_won,-0.2935
tackles,0.4807
interceptions,0.2749
blocks,0.3729
tackles_won,0.4364
dribble_tackles,-0.6727
dribbles_vs,0.4609
pressures,0.6382
pressure_regains,0.2336
clearances,-0.2617
errors,-0.3758
aerials_won,0.7037
aerials_lost,1.1725
ball_recoveries,-0.1871
pens_conceded,-0.3182
fouls,0.6056
cards_yellow_red,-0.1906
