position,FW
passes_completed,-1.2791
passes,-1.1933
dribbles_completed,-0.4075
dribbles,-0.2924
passes_completed_short,-0.9222
passes_short,-0.6517
passes_completed_medium,-1.3204
passes_medium,-1.3111
passes_completed_long,-1.0167
passes_long,-1.1563
passes_total_distance,-1.301
passes_free_kicks,-0.9546
through_balls,-0.0954
passes_pressure,0.167
passes_switches,-0.6238
crosses,0.1133
corner_kicks,-0.5565
passes_intercepted,-0.6148
passes_blocked,0.6218
dispossessed,0.4491
goals,1.7712
assists,0.5948
pens_made,2.4589
pens_att,2.3624
shots_total,0.6235
shots_on_target,0.688
sca,-0.1429
gca,0.2531
xg,1.8968
crosses_into_penalty_area,0.2876
passes_into_final_third,-0.9183
passes_into_penalty_area,-0.2715
progressive_passes,-0.9538
carry_progressive_distance,-1.3725
assisted_shots,-0.1175
fouled,0.7903
pens_won,0.1553
tackles,-0.8483
interceptions,-1.2411
blocks,-1.2494
tackles_won,-0.942
dribble_tackles,-0.9361
dribbles_vs,-1.1929
pressures,-0.1978
pressure_regains,-0.3963
clearances,-0.5706
errors,-0.3758
aerials_won,1.835
aerials_lost,2.6843
ball_recoveries,-1.3566
pens_conceded,-0.3182
fouls,2.5843
cards_yellow_red,-0.1906
