position,DM
minutes,462.0
passes_completed,0.436
passes,0.5547
dribbles_completed,-0.3835
dribbles,-0.6074
passes_completed_short,0.7457
passes_short,0.9668
passes_completed_medium,0.4089
passes_medium,0.468
passes_completed_long,-0.552
passes_long,-0.5974
passes_total_distance,0.1818
passes_free_kicks,0.8168
through_balls,-0.6322
passes_pressure,0.5549
passes_switches,-0.3514
crosses,-1.1359
corner_kicks,-0.5567
passes_intercepted,-0.4878
passes_blocked,0.694
dispossessed,-0.974
goals,-0.724
assists,-0.7714
pens_made,-0.2419
pens_att,-0.2711
shots_total,-1.3358
shots_on_target,-1.029
sca,-1.0465
gca,-0.1436
xg,-0.8911
crosses_into_penalty_area,-0.8508
passes_into_final_third,1.4781
passes_into_penalty_area,-1.0033
progressive_passes,0.8135
carry_progressive_distance,-1.0799
assisted_shots,-1.3957
fouled,-0.0862
pens_won,-0.2937
tackles,0.7979
interceptions,1.214
blocks,-1.4326
tackles_won,1.2297
dribble_tackles,2.6892
dribbles_vs,1.4632
pressures,1.1392
pressure_regains,1.4532
clearances,0.3922
errors,-0.376
aerials_won,-0.1568
aerials_lost,-0.5182
ball_recoveries,2.2219
pens_conceded,-0.3183
fouls,1.1103
cards_yellow_red,-0.1907
