position,FW
passes_completed,-1.1665
passes,-1.2083
dribbles_completed,-0.2085
dribbles,-0.1125
passes_completed_short,-0.5158
passes_short,-0.4351
passes_completed_medium,-1.2747
passes_medium,-1.2758
passes_completed_long,-1.1748
passes_long,-1.0425
passes_total_distance,-1.3737
passes_free_kicks,-0.5624
through_balls,0.4908
passes_pressure,-0.4833
passes_switches,-0.682
crosses,0.0314
corner_kicks,0.7322
passes_intercepted,-0.4515
passes_blocked,0.34
dispossessed,-0.0802
goals,2.114
assists,-0.1887
pens_made,1.0217
pens_att,0.7868
shots_total,2.1553
shots_on_target,2.4955
sca,0.7144
gca,0.5282
xg,1.3449
crosses_into_penalty_area,-0.4158
passes_into_final_third,-1.1008
passes_into_penalty_area,-0.1092
progressive_passes,-0.8898
carry_progressive_distance,-1.0805
assisted_shots,0.6249
fouled,0.2571
pens_won,0.9525
tackles,-1.0556
interceptions,-0.5624
blocks,-1.1925
tackles_won,-1.0986
dribble_tackles,-1.1816
dribbles_vs,-0.9005
pressures,0.0243
pressure_regains,-0.086
clearances,-0.7614
errors,-0.5457
aerials_won,-0.2409
aerials_lost,1.1602
ball_recoveries,-1.5505
pens_conceded,-0.4415
fouls,0.2965
cards_yellow_red,-0.2618
