position,RM
minutes,619.0
passes_completed,-1.0403
passes,-0.4807
dribbles_completed,-1.2424
dribbles,-1.1686
passes_completed_short,-1.0833
passes_short,-0.7555
passes_completed_medium,-0.8973
passes_medium,-0.3738
passes_completed_long,-0.2767
passes_long,0.1606
passes_total_distance,-0.7681
passes_free_kicks,-1.022
through_balls,-0.6322
passes_pressure,-0.6174
passes_switches,-0.4603
crosses,1.1426
corner_kicks,-0.5567
passes_intercepted,1.8914
passes_blocked,1.3183
dispossessed,-0.7568
goals,1.776
assists,-0.7714
pens_made,-0.2419
pens_att,-0.2711
shots_total,0.1997
shots_on_target,0.3967
sca,-0.4993
gca,-1.0103
xg,-0.4733
crosses_into_penalty_area,1.2064
passes_into_final_third,-0.7354
passes_into_penalty_area,0.2838
progressive_passes,-0.5675
carry_progressive_distance,-0.7947
assisted_shots,-0.5603
fouled,-0.6834
pens_won,-0.2937
tackles,-0.7645
interceptions,2.0109
blocks,-0.9799
tackles_won,-0.5651
dribble_tackles,-0.6678
dribbles_vs,-1.1179
pressures,-0.7865
pressure_regains,-0.8903
clearances,-0.3151
errors,-0.376
aerials_won,1.058
aerials_lost,0.7872
ball_recoveries,-0.5214
pens_conceded,-0.3183
fouls,-0.161
cards_yellow_red,-0.1907
