position,RB
passes_completed,0.1072
passes,0.2533
dribbles_completed,-0.3953
dribbles,-0.5619
passes_completed_short,-0.2298
passes_short,-0.2181
passes_completed_medium,0.2188
passes_medium,0.2771
passes_completed_long,0.4532
passes_long,0.6106
passes_total_distance,0.2742
passes_free_kicks,0.448
through_balls,-0.7252
passes_pressure,0.4706
passes_switches,0.3129
crosses,-1.0101
corner_kicks,-0.4808
passes_intercepted,-0.0747
passes_blocked,-0.4084
dispossessed,-0.3369
goals,-0.3547
assists,-0.8729
pens_made,-0.2739
pens_att,-0.3089
shots_total,0.0129
shots_on_target,-0.5298
sca,-1.0955
gca,-0.7394
xg,0.0487
crosses_into_penalty_area,-0.8365
passes_into_final_third,-0.033
passes_into_penalty_area,-1.1172
progressive_passes,-0.3543
carry_progressive_distance,-0.3336
assisted_shots,-1.1933
fouled,-0.8466
pens_won,-0.3695
tackles,-0.0091
interceptions,-0.2507
blocks,1.8115
tackles_won,0.5149
dribble_tackles,0.3386
dribbles_vs,-0.2513
pressures,-0.6351
pressure_regains,0.0921
clearances,2.482
errors,6.3683
aerials_won,4.2486
aerials_lost,0.749
ball_recoveries,2.1365
pens_conceded,-0.4415
fouls,0.2134
cards_yellow_red,-0.2618
