position,AM
minutes,1.073
passes_completed,1.9869
passes,1.8688
dribbles_completed,1.0262
dribbles,0.9183
passes_completed_short,2.6636
passes_short,2.5477
passes_completed_medium,1.5079
passes_medium,1.4897
passes_completed_long,0.867
passes_long,0.7247
passes_total_distance,1.523
passes_free_kicks,0.9887
through_balls,0.9945
passes_pressure,1.9434
passes_switches,1.1714
crosses,1.3054
corner_kicks,3.6779
passes_intercepted,2.4038
passes_blocked,1.8194
dispossessed,1.5561
goals,0.846
assists,2.1926
pens_made,-0.2258
pens_att,-0.2444
shots_total,0.5151
shots_on_target,0.5566
sca,3.0095
gca,2.6307
xg,0.533
crosses_into_penalty_area,1.1271
passes_into_final_third,2.4109
passes_into_penalty_area,4.1049
progressive_passes,3.0114
carry_progressive_distance,2.1889
assisted_shots,3.787
fouled,0.7785
pens_won,0.7686
tackles,-0.1734
interceptions,-0.0193
blocks,-0.1269
tackles_won,-0.131
dribble_tackles,-0.3734
dribbles_vs,0.1238
pressures,1.1024
pressure_regains,0.8615
clearances,-0.5283
errors,-0.5331
aerials_won,-0.5847
aerials_lost,-0.366
ball_recoveries,0.3366
pens_conceded,-0.4889
fouls,0.2106
cards_yellow_red,-0.3235
