position,DM
minutes,-0.2502
passes_completed,3.1835
passes,2.8808
dribbles_completed,1.6403
dribbles,1.0106
passes_completed_short,2.6835
passes_short,2.4736
passes_completed_medium,2.9216
passes_medium,2.7946
passes_completed_long,2.2407
passes_long,1.4322
passes_total_distance,3.002
passes_free_kicks,0.7415
through_balls,-0.1024
passes_pressure,2.6995
passes_switches,2.047
crosses,-0.7041
corner_kicks,-0.5565
passes_intercepted,-0.4559
passes_blocked,-0.0105
dispossessed,0.1076
goals,-0.2955
assists,-0.172
pens_made,-0.2418
pens_att,-0.271
shots_total,-0.5462
shots_on_target,-0.6623
sca,0.7458
gca,0.6521
xg,-0.4613
crosses_into_penalty_area,-0.5862
passes_into_final_third,2.9079
passes_into_penalty_area,0.5621
progressive_passes,2.6355
carry_progressive_distance,1.619
assisted_shots,0.3218
fouled,0.5563
pens_won,1.4782
tackles,1.7459
interceptions,0.3941
blocks,-0.9408
tackles_won,1.1694
dribble_tackles,0.1456
dribbles_vs,1.7176
pressures,1.0801
pressure_regains,2.3538
clearances,-0.5652
errors,-0.3758
aerials_won,-0.6856
aerials_lost,-0.3181
ball_recoveries,1.3701
pens_conceded,-0.3182
fouls,-0.471
cards_yellow_red,-0.1906
