position,LM
minutes,0.9875
passes_completed,0.5521
passes,0.6034
dribbles_completed,1.0766
dribbles,1.0859
passes_completed_short,0.7355
passes_short,0.8055
passes_completed_medium,0.3862
passes_medium,0.4154
passes_completed_long,0.3828
passes_long,0.3867
passes_total_distance,0.463
passes_free_kicks,0.8227
through_balls,0.354
passes_pressure,0.9703
passes_switches,1.4268
crosses,0.5042
corner_kicks,1.7628
passes_intercepted,1.2916
passes_blocked,0.723
dispossessed,1.5321
goals,0.3188
assists,0.5763
pens_made,-0.2258
pens_att,-0.2444
shots_total,0.6523
shots_on_target,0.2473
sca,1.0435
gca,0.6321
xg,0.0989
crosses_into_penalty_area,0.5668
passes_into_final_third,0.717
passes_into_penalty_area,0.6296
progressive_passes,0.4314
carry_progressive_distance,0.6699
assisted_shots,1.3909
fouled,1.0832
pens_won,-0.3681
tackles,0.2031
interceptions,0.9067
blocks,0.4475
tackles_won,0.3104
dribble_tackles,-0.0526
dribbles_vs,0.6006
pressures,1.4135
pressure_regains,1.1935
clearances,-0.0457
errors,1.0334
aerials_won,-0.0666
aerials_lost,0.4656
ball_recoveries,0.8745
pens_conceded,-0.4889
fouls,0.6407
cards_yellow_red,-0.3235
