position,RW
minutes,1063.0
passes_completed,-0.9577
passes,-0.905
dribbles_completed,1.6505
dribbles,1.4854
passes_completed_short,-0.8658
passes_short,-0.8293
passes_completed_medium,-0.8681
passes_medium,-0.8578
passes_completed_long,-0.6196
passes_long,-0.5225
passes_total_distance,-0.872
passes_free_kicks,-0.3227
through_balls,-0.6322
passes_pressure,-0.6672
passes_switches,-0.0344
crosses,0.6099
corner_kicks,0.247
passes_intercepted,-0.667
passes_blocked,0.4829
dispossessed,0.4056
goals,0.7318
assists,-0.0925
pens_made,-0.2419
pens_att,-0.2711
shots_total,0.0949
shots_on_target,0.8389
sca,-0.0306
gca,0.4964
xg,0.6297
crosses_into_penalty_area,0.3472
passes_into_final_third,-0.7444
passes_into_penalty_area,0.1486
progressive_passes,-0.4305
carry_progressive_distance,0.6092
assisted_shots,-0.4228
fouled,0.7372
pens_won,-0.2937
tackles,-0.4659
interceptions,-1.4606
blocks,-1.0203
tackles_won,-0.3558
dribble_tackles,-0.7652
dribbles_vs,-0.6785
pressures,-0.4535
pressure_regains,-0.5048
clearances,-0.6586
errors,-0.376
aerials_won,-0.3702
aerials_lost,0.0797
ball_recoveries,-0.6754
pens_conceded,-0.3183
fouls,-0.3994
cards_yellow_red,-0.1907
