position,RM
passes_completed,-0.3854
passes,-0.3834
dribbles_completed,0.9317
dribbles,1.0563
passes_completed_short,-0.1757
passes_short,-0.0923
passes_completed_medium,-0.3512
passes_medium,-0.4097
passes_completed_long,-0.6073
passes_long,-0.723
passes_total_distance,-0.4725
passes_free_kicks,0.4959
through_balls,1.1911
passes_pressure,0.6907
passes_switches,-0.2921
crosses,-0.3576
corner_kicks,0.1761
passes_intercepted,0.7558
passes_blocked,1.6399
dispossessed,1.0116
goals,-0.2323
assists,1.2916
pens_made,-0.2418
pens_att,-0.271
shots_total,0.4758
shots_on_target,0.0224
sca,1.3122
gca,1.6603
xg,-0.2131
crosses_into_penalty_area,-0.8504
passes_into_final_third,-0.1544
passes_into_penalty_area,0.5699
progressive_passes,0.1956
carry_progressive_distance,0.2952
assisted_shots,1.5605
fouled,1.3478
pens_won,1.7397
tackles,-0.9535
interceptions,1.2318
blocks,0.076
tackles_won,-1.0859
dribble_tackles,-0.9831
dribbles_vs,-0.3588
pressures,-0.0542
pressure_regains,-0.8108
clearances,-0.9119
errors,-0.3758
aerials_won,-0.8779
aerials_lost,-0.2582
ball_recoveries,-0.3017
pens_conceded,-0.3182
fouls,-0.5165
cards_yellow_red,-0.1906
