position,RB
passes_completed,-1.1281
passes,-1.2581
dribbles_completed,-0.5377
dribbles,-0.6474
passes_completed_short,-0.5786
passes_short,-0.4303
passes_completed_medium,-1.1862
passes_medium,-1.2338
passes_completed_long,-0.976
passes_long,-1.1083
passes_total_distance,-1.211
passes_free_kicks,-0.9863
through_balls,-0.7252
passes_pressure,-0.3111
passes_switches,-0.1974
crosses,-0.0592
corner_kicks,-0.4808
passes_intercepted,0.0241
passes_blocked,0.0382
dispossessed,0.6461
goals,1.2745
assists,-0.3898
pens_made,1.0982
pens_att,0.8515
shots_total,1.1071
shots_on_target,1.3961
sca,0.357
gca,0.3814
xg,1.5381
crosses_into_penalty_area,-0.1236
passes_into_final_third,-0.9217
passes_into_penalty_area,-0.1574
progressive_passes,-0.9036
carry_progressive_distance,-0.956
assisted_shots,-0.1196
fouled,-0.0804
pens_won,-0.3695
tackles,-0.3683
interceptions,-0.6829
blocks,-0.9781
tackles_won,-0.2936
dribble_tackles,-1.1033
dribbles_vs,-1.0981
pressures,0.4757
pressure_regains,0.1151
clearances,-0.7568
errors,-0.5457
aerials_won,-0.1491
aerials_lost,0.0805
ball_recoveries,-1.0037
pens_conceded,-0.4415
fouls,0.1338
cards_yellow_red,-0.2618
