position,CM
minutes,-0.9672
passes_completed,-0.7959
passes,-0.8409
dribbles_completed,-0.6606
dribbles,-0.6502
passes_completed_short,-0.7489
passes_short,-0.7711
passes_completed_medium,-0.7611
passes_medium,-0.7919
passes_completed_long,-0.7067
passes_long,-0.7216
passes_total_distance,-0.7865
passes_free_kicks,-0.6158
through_balls,-0.5
passes_pressure,-0.8752
passes_switches,-0.6894
crosses,-0.6066
corner_kicks,-0.3242
passes_intercepted,-0.7737
passes_blocked,-0.7471
dispossessed,-0.6792
goals,-0.3403
assists,-0.5781
pens_made,-0.2258
pens_att,-0.2444
shots_total,-0.5827
shots_on_target,-0.4744
sca,-0.675
gca,-0.6302
xg,-0.4219
crosses_into_penalty_area,-0.5536
passes_into_final_third,-0.6791
passes_into_penalty_area,-0.6203
progressive_passes,-0.7461
carry_progressive_distance,-0.8273
assisted_shots,-0.5921
fouled,-0.7961
pens_won,-0.3681
tackles,-0.8323
interceptions,-0.8029
blocks,-0.829
tackles_won,-0.8076
dribble_tackles,-0.8012
dribbles_vs,-0.7344
pressures,-0.7684
pressure_regains,-0.822
clearances,-0.6104
errors,-0.5331
aerials_won,-0.6772
aerials_lost,-0.6987
ball_recoveries,-0.8551
pens_conceded,-0.4889
fouls,-0.9183
cards_yellow_red,-0.3235
