position,RM
minutes,-0.7579
passes_completed,0.3475
passes,0.6077
dribbles_completed,0.3208
dribbles,0.3339
passes_completed_short,0.1678
passes_short,0.3944
passes_completed_medium,0.1708
passes_medium,0.4002
passes_completed_long,0.9382
passes_long,1.0487
passes_total_distance,0.511
passes_free_kicks,0.0936
through_balls,-0.632
passes_pressure,2.0272
passes_switches,2.6555
crosses,0.6186
corner_kicks,3.0325
passes_intercepted,1.4664
passes_blocked,1.9296
dispossessed,0.1902
goals,-0.7238
assists,1.1238
pens_made,-0.2418
pens_att,-0.271
shots_total,1.1603
shots_on_target,0.7092
sca,1.5799
gca,0.0414
xg,-0.2116
crosses_into_penalty_area,1.6571
passes_into_final_third,-0.6121
passes_into_penalty_area,0.1708
progressive_passes,0.3657
carry_progressive_distance,0.876
assisted_shots,2.6775
fouled,0.251
pens_won,-0.2935
tackles,0.5489
interceptions,-0.1545
blocks,-0.1214
tackles_won,0.6437
dribble_tackles,0.44
dribbles_vs,-0.3048
pressures,0.6011
pressure_regains,0.2088
clearances,-0.5882
errors,-0.3758
aerials_won,0.2903
aerials_lost,-0.5907
ball_recoveries,-0.4602
pens_conceded,-0.3182
fouls,1.0176
cards_yellow_red,-0.1906
