position,CM
minutes,7322.0
passes_completed,0.8051
passes,0.6221
dribbles_completed,0.1666
dribbles,0.04
passes_completed_short,0.8938
passes_short,0.8232
passes_completed_medium,0.816
passes_medium,0.7215
passes_completed_long,-0.0188
passes_long,-0.2793
passes_total_distance,0.5889
passes_free_kicks,-0.4129
through_balls,0.5003
passes_pressure,0.2868
passes_switches,-0.2888
crosses,-0.2742
corner_kicks,-0.51
passes_intercepted,0.2456
passes_blocked,-0.4837
dispossessed,0.4213
goals,0.3327
assists,-0.2786
pens_made,1.8044
pens_att,1.4392
shots_total,0.3777
shots_on_target,-0.0045
sca,0.7937
gca,-0.2447
xg,0.4689
crosses_into_penalty_area,-0.1116
passes_into_final_third,0.9954
passes_into_penalty_area,0.4222
progressive_passes,0.7937
carry_progressive_distance,0.4894
assisted_shots,0.3345
fouled,-0.2704
pens_won,-0.0022
tackles,-0.136
interceptions,-0.1982
blocks,0.0062
tackles_won,0.1412
dribble_tackles,-0.0382
dribbles_vs,-0.1805
pressures,0.3365
pressure_regains,0.4136
clearances,-0.3049
errors,-0.1181
aerials_won,-0.234
aerials_lost,-0.1912
ball_recoveries,0.4405
pens_conceded,0.3561
fouls,0.6228
cards_yellow_red,-0.1907
