position,WB
passes_completed,-0.5225
passes,-0.3243
dribbles_completed,1.8069
dribbles,1.8112
passes_completed_short,-0.0628
passes_short,0.0163
passes_completed_medium,-0.5069
passes_medium,-0.3337
passes_completed_long,-1.0367
passes_long,-0.9306
passes_total_distance,-0.6863
passes_free_kicks,-0.6331
through_balls,0.7683
passes_pressure,0.1678
passes_switches,-0.336
crosses,0.983
corner_kicks,-0.3689
passes_intercepted,0.15
passes_blocked,2.9421
dispossessed,-0.4454
goals,-0.7238
assists,-0.243
pens_made,-0.2418
pens_att,-0.271
shots_total,-0.7788
shots_on_target,-0.8671
sca,0.0848
gca,-0.7169
xg,-0.7015
crosses_into_penalty_area,1.0132
passes_into_final_third,-1.0204
passes_into_penalty_area,-0.0714
progressive_passes,-0.4958
carry_progressive_distance,1.4656
assisted_shots,0.3076
fouled,1.0051
pens_won,-0.2935
tackles,1.2278
interceptions,0.1534
blocks,2.1016
tackles_won,-0.108
dribble_tackles,0.6556
dribbles_vs,0.8158
pressures,-0.0141
pressure_regains,-0.2562
clearances,0.135
errors,-0.3758
aerials_won,-1.0042
aerials_lost,-0.0271
ball_recoveries,-0.1257
pens_conceded,-0.3182
fouls,-0.5507
cards_yellow_red,-0.1906
