position,RB
minutes,2623.0
passes_completed,2.8588
passes,2.7175
dribbles_completed,0.3838
dribbles,0.3132
passes_completed_short,2.6592
passes_short,2.483
passes_completed_medium,2.7098
passes_medium,2.5987
passes_completed_long,1.3624
passes_long,1.2351
passes_total_distance,2.5889
passes_free_kicks,0.7189
through_balls,0.5837
passes_pressure,-0.1547
passes_switches,1.6925
crosses,1.0432
corner_kicks,-0.5567
passes_intercepted,0.3139
passes_blocked,0.1382
dispossessed,-0.4053
goals,-0.5274
assists,0.6043
pens_made,-0.2419
pens_att,-0.2711
shots_total,-0.8285
shots_on_target,-0.7766
sca,0.8816
gca,0.2109
xg,-0.7925
crosses_into_penalty_area,1.3339
passes_into_final_third,2.012
passes_into_penalty_area,1.4288
progressive_passes,2.7582
carry_progressive_distance,2.3607
assisted_shots,0.7727
fouled,1.7195
pens_won,-0.2937
tackles,0.9957
interceptions,0.0844
blocks,0.5077
tackles_won,0.5038
dribble_tackles,1.5607
dribbles_vs,0.8514
pressures,-0.7644
pressure_regains,-0.6198
clearances,0.1002
errors,-0.376
aerials_won,-0.5156
aerials_lost,-0.4722
ball_recoveries,0.4668
pens_conceded,-0.3183
fouls,-0.4333
cards_yellow_red,-0.1907
