position,RM
minutes,-0.8054
passes_completed,-0.6471
passes,-0.2152
dribbles_completed,1.043
dribbles,1.5416
passes_completed_short,-0.6458
passes_short,-0.6187
passes_completed_medium,-0.8135
passes_medium,-0.4403
passes_completed_long,0.1748
passes_long,0.9509
passes_total_distance,-0.4435
passes_free_kicks,0.3761
through_balls,-0.632
passes_pressure,-0.2607
passes_switches,1.4607
crosses,2.5285
corner_kicks,1.6926
passes_intercepted,0.9198
passes_blocked,0.2969
dispossessed,0.5966
goals,-0.7238
assists,-0.7711
pens_made,-0.2418
pens_att,-0.271
shots_total,0.8541
shots_on_target,-0.3026
sca,2.1648
gca,-1.0099
xg,-0.4652
crosses_into_penalty_area,1.2447
passes_into_final_third,-0.1737
passes_into_penalty_area,1.0084
progressive_passes,1.1693
carry_progressive_distance,0.4544
assisted_shots,1.157
fouled,0.7363
pens_won,-0.2935
tackles,-1.6178
interceptions,-0.3983
blocks,-0.0225
tackles_won,-1.3177
dribble_tackles,-1.4373
dribbles_vs,-0.9272
pressures,0.0913
pressure_regains,-0.3662
clearances,-1.0151
errors,-0.3758
aerials_won,0.0556
aerials_lost,-0.4042
ball_recoveries,-0.4752
pens_conceded,-0.3182
fouls,0.3542
cards_yellow_red,-0.1906
