position,CM
minutes,1705.0
passes_completed,2.5051
passes,2.2633
dribbles_completed,-0.4278
dribbles,-0.6593
passes_completed_short,2.2426
passes_short,2.218
passes_completed_medium,2.2286
passes_medium,2.1739
passes_completed_long,1.5129
passes_long,0.7545
passes_total_distance,2.2057
passes_free_kicks,1.5316
through_balls,0.116
passes_pressure,2.7814
passes_switches,0.4711
crosses,-1.0924
corner_kicks,-0.5567
passes_intercepted,0.8645
passes_blocked,-0.6324
dispossessed,-0.5786
goals,-0.4215
assists,1.345
pens_made,-0.2419
pens_att,-0.2711
shots_total,-1.0571
shots_on_target,-0.6408
sca,0.462
gca,1.3381
xg,-0.6636
crosses_into_penalty_area,-0.8508
passes_into_final_third,3.3888
passes_into_penalty_area,-0.4824
progressive_passes,1.8326
carry_progressive_distance,-0.2407
assisted_shots,0.3481
fouled,0.9738
pens_won,0.9581
tackles,0.5301
interceptions,1.2324
blocks,1.1342
tackles_won,1.2099
dribble_tackles,0.5192
dribbles_vs,1.5031
pressures,1.8693
pressure_regains,1.6446
clearances,-0.8248
errors,0.7312
aerials_won,-0.234
aerials_lost,-0.7245
ball_recoveries,0.5993
pens_conceded,-0.3183
fouls,0.1779
cards_yellow_red,-0.1907
