position,DM
minutes,842.0
passes_completed,-0.0176
passes,0.0485
dribbles_completed,-0.0642
dribbles,0.036
passes_completed_short,-0.6236
passes_short,-0.8488
passes_completed_medium,-0.1548
passes_medium,-0.0652
passes_completed_long,1.6281
passes_long,1.67
passes_total_distance,0.4064
passes_free_kicks,1.3743
through_balls,0.1253
passes_pressure,0.2863
passes_switches,1.6966
crosses,0.0983
corner_kicks,0.9653
passes_intercepted,-0.3544
passes_blocked,-0.6171
dispossessed,-0.3262
goals,-0.1114
assists,0.9428
pens_made,-0.2419
pens_att,-0.2711
shots_total,-0.207
shots_on_target,0.0191
sca,-0.4649
gca,-0.0592
xg,-0.6607
crosses_into_penalty_area,-0.4727
passes_into_final_third,0.8632
passes_into_penalty_area,-0.8065
progressive_passes,0.2709
carry_progressive_distance,-0.2289
assisted_shots,0.1396
fouled,-0.5102
pens_won,-0.2937
tackles,2.3327
interceptions,1.4917
blocks,2.6901
tackles_won,2.276
dribble_tackles,0.2605
dribbles_vs,2.9289
pressures,2.1297
pressure_regains,1.8766
clearances,0.4006
errors,-0.376
aerials_won,-0.2765
aerials_lost,-0.4393
ball_recoveries,0.0403
pens_conceded,-0.3183
fouls,0.725
cards_yellow_red,4.3261
