position,CB
passes_completed,0.6563
passes,0.4932
dribbles_completed,-0.8937
dribbles,-1.0526
passes_completed_short,-0.0486
passes_short,-0.2302
passes_completed_medium,1.1879
passes_medium,1.1022
passes_completed_long,0.2129
passes_long,0.0659
passes_total_distance,0.7244
passes_free_kicks,1.7118
through_balls,-0.632
passes_pressure,-0.555
passes_switches,-1.0558
crosses,-0.9618
corner_kicks,-0.5565
passes_intercepted,-1.1165
passes_blocked,-0.1738
dispossessed,-1.0569
goals,-0.7238
assists,-0.7711
pens_made,-0.2418
pens_att,-0.271
shots_total,-1.1128
shots_on_target,-1.0285
sca,-1.3361
gca,-1.0099
xg,-0.8908
crosses_into_penalty_area,-0.8504
passes_into_final_third,0.1813
passes_into_penalty_area,-0.9781
progressive_passes,-0.5054
carry_progressive_distance,-0.8718
assisted_shots,-1.2438
fouled,-0.3844
pens_won,-0.2935
tackles,0.5244
interceptions,1.6659
blocks,1.4569
tackles_won,0.5582
dribble_tackles,0.7935
dribbles_vs,-0.3623
pressures,-0.9995
pressure_regains,-0.2668
clearances,1.7749
errors,-0.3758
aerials_won,1.513
aerials_lost,0.6421
ball_recoveries,0.7636
pens_conceded,2.5705
fouls,1.0256
cards_yellow_red,-0.1906
