position,CM
passes_completed,1.233
passes,1.2503
dribbles_completed,-0.0907
dribbles,-0.2762
passes_completed_short,1.1254
passes_short,0.9441
passes_completed_medium,0.6552
passes_medium,0.7409
passes_completed_long,1.8957
passes_long,1.617
passes_total_distance,1.4418
passes_free_kicks,0.0875
through_balls,0.8485
passes_pressure,0.6462
passes_switches,3.1925
crosses,0.2428
corner_kicks,0.2367
passes_intercepted,-0.8777
passes_blocked,-0.035
dispossessed,0.595
goals,0.4735
assists,0.9039
pens_made,-0.2418
pens_att,-0.271
shots_total,-0.2322
shots_on_target,0.5076
sca,0.7785
gca,1.3134
xg,-0.3655
crosses_into_penalty_area,-0.1116
passes_into_final_third,2.4713
passes_into_penalty_area,0.4893
progressive_passes,1.1557
carry_progressive_distance,0.3962
assisted_shots,0.405
fouled,-0.2537
pens_won,-0.2935
tackles,0.6278
interceptions,-0.7633
blocks,0.2767
tackles_won,0.7214
dribble_tackles,2.4349
dribbles_vs,2.3261
pressures,1.4613
pressure_regains,0.74
clearances,-0.7007
errors,-0.3758
aerials_won,-0.506
aerials_lost,0.0835
ball_recoveries,0.4292
pens_conceded,-0.3182
fouls,1.5081
cards_yellow_red,-0.1906
