position,CB
passes_completed,0.1006
passes,0.1268
dribbles_completed,-0.8921
dribbles,-0.922
passes_completed_short,-0.7358
passes_short,-0.8031
passes_completed_medium,0.4517
passes_medium,0.4497
passes_completed_long,0.9639
passes_long,0.9287
passes_total_distance,0.5283
passes_free_kicks,0.1379
through_balls,-0.4518
passes_pressure,-0.4745
passes_switches,0.679
crosses,-0.7194
corner_kicks,-0.4808
passes_intercepted,-1.0224
passes_blocked,-0.9741
dispossessed,-1.0971
goals,-0.1912
assists,-0.5652
pens_made,-0.2739
pens_att,-0.3089
shots_total,-0.7716
shots_on_target,-0.5534
sca,-1.0236
gca,-0.9093
xg,-0.4637
crosses_into_penalty_area,-0.723
passes_into_final_third,0.0619
passes_into_penalty_area,-0.7844
progressive_passes,0.2307
carry_progressive_distance,-0.3678
assisted_shots,-0.8923
fouled,-0.4679
pens_won,-0.3695
tackles,-0.6057
interceptions,0.7181
blocks,-0.0148
tackles_won,-0.2366
dribble_tackles,-0.1447
dribbles_vs,-0.4908
pressures,-1.0278
pressure_regains,-0.7967
clearances,1.7014
errors,0.7658
aerials_won,0.945
aerials_lost,-0.0167
ball_recoveries,1.4505
pens_conceded,0.3996
fouls,-0.7981
cards_yellow_red,-0.2618
