position,LM
minutes,-1.044
passes_completed,-0.8591
passes,-0.9001
dribbles_completed,-0.6103
dribbles,-0.635
passes_completed_short,-0.8401
passes_short,-0.8594
passes_completed_medium,-0.8012
passes_medium,-0.8356
passes_completed_long,-0.7346
passes_long,-0.7355
passes_total_distance,-0.8351
passes_free_kicks,-0.5974
through_balls,-0.5
passes_pressure,-0.9146
passes_switches,-0.7259
crosses,-0.5701
corner_kicks,-0.2996
passes_intercepted,-0.8531
passes_blocked,-0.797
dispossessed,-0.7273
goals,-0.4721
assists,-0.5781
pens_made,-0.2258
pens_att,-0.2444
shots_total,-0.6611
shots_on_target,-0.5775
sca,-0.73
gca,-0.6302
xg,-0.5088
crosses_into_penalty_area,-0.5536
passes_into_final_third,-0.7349
passes_into_penalty_area,-0.6507
progressive_passes,-0.7807
carry_progressive_distance,-0.8608
assisted_shots,-0.6747
fouled,-0.8215
pens_won,-0.3681
tackles,-0.8323
interceptions,-0.8029
blocks,-0.8928
tackles_won,-0.8076
dribble_tackles,-0.8012
dribbles_vs,-0.8488
pressures,-0.8937
pressure_regains,-0.8931
clearances,-0.6104
errors,-0.5331
aerials_won,-0.6772
aerials_lost,-0.761
ball_recoveries,-0.9224
pens_conceded,-0.4889
fouls,-0.9183
cards_yellow_red,-0.3235
