position,LM
passes_completed,0.2633
passes,0.0995
dribbles_completed,-0.5334
dribbles,-0.5035
passes_completed_short,0.7772
passes_short,0.6595
passes_completed_medium,-0.0328
passes_medium,-0.094
passes_completed_long,-0.4258
passes_long,-0.4618
passes_total_distance,-0.0789
passes_free_kicks,1.1969
through_balls,0.5098
passes_pressure,-0.0178
passes_switches,-0.3882
crosses,-0.2003
corner_kicks,1.7937
passes_intercepted,-0.5257
passes_blocked,-0.5963
dispossessed,0.0362
goals,-0.7415
assists,0.239
pens_made,-0.2739
pens_att,-0.3089
shots_total,0.0474
shots_on_target,-0.1382
sca,0.5516
gca,0.0453
xg,-0.1713
crosses_into_penalty_area,-0.3237
passes_into_final_third,0.1086
passes_into_penalty_area,-0.6082
progressive_passes,-0.2225
carry_progressive_distance,-0.5902
assisted_shots,0.9244
fouled,1.0653
pens_won,-0.3695
tackles,0.4744
interceptions,0.3393
blocks,0.1482
tackles_won,0.5437
dribble_tackles,0.7844
dribbles_vs,0.9694
pressures,0.978
pressure_regains,0.7243
clearances,-0.4511
errors,-0.5457
aerials_won,-0.4981
aerials_lost,-0.3192
ball_recoveries,-0.1046
pens_conceded,-0.4415
fouls,0.2871
cards_yellow_red,-0.2618
