position,FW
minutes,2411.0
passes_completed,-1.1779
passes,-1.1982
dribbles_completed,-0.0903
dribbles,0.2499
passes_completed_short,-0.7866
passes_short,-0.6638
passes_completed_medium,-1.1567
passes_medium,-1.1572
passes_completed_long,-1.092
passes_long,-1.2661
passes_total_distance,-1.2131
passes_free_kicks,-1.022
through_balls,-0.1031
passes_pressure,-0.3474
passes_switches,-1.1149
crosses,-0.3354
corner_kicks,-0.5567
passes_intercepted,-0.1952
passes_blocked,0.0419
dispossessed,1.0776
goals,1.2016
assists,0.4259
pens_made,1.5337
pens_att,1.2129
shots_total,1.5815
shots_on_target,1.3502
sca,0.1985
gca,-0.346
xg,1.4154
crosses_into_penalty_area,0.2056
passes_into_final_third,-0.8944
passes_into_penalty_area,-0.4323
progressive_passes,-1.2451
carry_progressive_distance,-0.8523
assisted_shots,0.32
fouled,1.9163
pens_won,-0.2937
tackles,-0.5111
interceptions,-0.6228
blocks,-0.7081
tackles_won,-0.4002
dribble_tackles,-0.5482
dribbles_vs,-0.4365
pressures,0.8391
pressure_regains,0.732
clearances,-0.2288
errors,-0.376
aerials_won,2.4699
aerials_lost,4.6453
ball_recoveries,-0.9179
pens_conceded,-0.3183
fouls,-0.473
cards_yellow_red,-0.1907
