position,RW
minutes,478.0
passes_completed,-1.1694
passes,-1.2171
dribbles_completed,2.0781
dribbles,1.921
passes_completed_short,-0.8629
passes_short,-0.845
passes_completed_medium,-1.1228
passes_medium,-1.1681
passes_completed_long,-1.0608
passes_long,-1.1175
passes_total_distance,-1.1687
passes_free_kicks,-0.3555
through_balls,-0.6322
passes_pressure,-0.4333
passes_switches,-0.1847
crosses,0.5723
corner_kicks,0.1583
passes_intercepted,-0.975
passes_blocked,0.6083
dispossessed,1.3552
goals,0.3551
assists,0.7384
pens_made,-0.2419
pens_att,-0.2711
shots_total,1.0504
shots_on_target,0.8172
sca,1.5281
gca,3.178
xg,-0.2147
crosses_into_penalty_area,-0.1848
passes_into_final_third,-1.165
passes_into_penalty_area,1.0478
progressive_passes,-0.6104
carry_progressive_distance,1.0798
assisted_shots,0.4974
fouled,1.6423
pens_won,-0.2937
tackles,-0.632
interceptions,0.3311
blocks,-0.8713
tackles_won,-1.1779
dribble_tackles,0.058
dribbles_vs,-0.423
pressures,0.1337
pressure_regains,-0.2991
clearances,-0.6754
errors,-0.376
aerials_won,-0.5687
aerials_lost,-0.5453
ball_recoveries,-1.5857
pens_conceded,-0.3183
fouls,-0.8251
cards_yellow_red,-0.1907
