position,LB
passes_completed,1.1627
passes,1.6922
dribbles_completed,-0.1665
dribbles,-0.0083
passes_completed_short,1.5863
passes_short,1.7463
passes_completed_medium,0.9444
passes_medium,1.4313
passes_completed_long,-0.0787
passes_long,0.6355
passes_total_distance,0.7536
passes_free_kicks,0.0665
through_balls,-0.0636
passes_pressure,1.8186
passes_switches,-0.0485
crosses,1.3559
corner_kicks,-0.4169
passes_intercepted,1.182
passes_blocked,1.7252
dispossessed,0.0982
goals,-0.4939
assists,0.1935
pens_made,-0.2418
pens_att,-0.271
shots_total,-0.7989
shots_on_target,-0.4716
sca,0.0998
gca,-0.0585
xg,-0.7371
crosses_into_penalty_area,1.0406
passes_into_final_third,0.3239
passes_into_penalty_area,0.4066
progressive_passes,0.598
carry_progressive_distance,1.9744
assisted_shots,0.371
fouled,-0.0395
pens_won,-0.2935
tackles,0.0883
interceptions,0.1797
blocks,0.9694
tackles_won,0.1043
dribble_tackles,0.0493
dribbles_vs,0.0711
pressures,-0.2577
pressure_regains,-0.1473
clearances,0.82
errors,-0.0955
aerials_won,1.1099
aerials_lost,0.0614
ball_recoveries,0.7918
pens_conceded,-0.3182
fouls,-0.637
cards_yellow_red,0.3742
