position,AM
minutes,-0.3149
passes_completed,0.6228
passes,0.8048
dribbles_completed,2.7273
dribbles,2.78
passes_completed_short,0.5694
passes_short,0.5863
passes_completed_medium,0.2656
passes_medium,0.4372
passes_completed_long,0.8872
passes_long,0.7661
passes_total_distance,0.6558
passes_free_kicks,0.7167
through_balls,3.4284
passes_pressure,2.0227
passes_switches,2.3755
crosses,0.5522
corner_kicks,2.3182
passes_intercepted,1.5963
passes_blocked,1.839
dispossessed,2.9391
goals,1.6218
assists,1.8542
pens_made,-0.2418
pens_att,-0.271
shots_total,2.1222
shots_on_target,1.5796
sca,2.5701
gca,2.9954
xg,1.4614
crosses_into_penalty_area,0.3076
passes_into_final_third,0.4811
passes_into_penalty_area,4.1966
progressive_passes,2.0342
carry_progressive_distance,1.4081
assisted_shots,2.3665
fouled,1.9851
pens_won,-0.2935
tackles,-0.6121
interceptions,-0.0966
blocks,-0.6776
tackles_won,-0.6906
dribble_tackles,-0.5703
dribbles_vs,-0.817
pressures,-0.4183
pressure_regains,-0.3146
clearances,-0.9658
errors,-0.3758
aerials_won,-0.8073
aerials_lost,0.2885
ball_recoveries,-0.8097
pens_conceded,-0.3182
fouls,-0.7185
cards_yellow_red,-0.1906
