position,AM
passes_completed,-0.6933
passes,-0.7659
dribbles_completed,1.8319
dribbles,2.0039
passes_completed_short,-0.1764
passes_short,-0.0541
passes_completed_medium,-0.8033
passes_medium,-0.8219
passes_completed_long,-0.8133
passes_long,-0.9014
passes_total_distance,-0.8803
passes_free_kicks,-0.7388
through_balls,1.406
passes_pressure,0.068
passes_switches,-0.626
crosses,0.0555
corner_kicks,-0.0953
passes_intercepted,1.0975
passes_blocked,0.6128
dispossessed,1.7513
goals,-0.0265
assists,1.8681
pens_made,0.2127
pens_att,0.1026
shots_total,0.4994
shots_on_target,0.4215
sca,1.3192
gca,1.9247
xg,0.404
crosses_into_penalty_area,-0.2677
passes_into_final_third,-0.2669
passes_into_penalty_area,0.9323
progressive_passes,-0.058
carry_progressive_distance,0.9766
assisted_shots,1.1953
fouled,-0.2592
pens_won,-0.3695
tackles,-0.8556
interceptions,-1.235
blocks,-0.7014
tackles_won,-0.5811
dribble_tackles,-0.6021
dribbles_vs,-0.4487
pressures,0.7768
pressure_regains,0.6092
clearances,-0.9183
errors,-0.5457
aerials_won,-0.908
aerials_lost,-0.2753
ball_recoveries,-1.1369
pens_conceded,-0.4415
fouls,-0.4249
cards_yellow_red,-0.2618
