position,FW
minutes,2.3529
passes_completed,-1.6147
passes,-1.621
dribbles_completed,0.0373
dribbles,0.5526
passes_completed_short,-1.2661
passes_short,-1.0694
passes_completed_medium,-1.527
passes_medium,-1.5341
passes_completed_long,-1.2008
passes_long,-1.3162
passes_total_distance,-1.5358
passes_free_kicks,-1.0216
through_balls,-0.3969
passes_pressure,-0.7444
passes_switches,-0.8436
crosses,-0.3697
corner_kicks,-0.5565
passes_intercepted,-0.8076
passes_blocked,0.0716
dispossessed,0.8186
goals,0.9868
assists,-0.3723
pens_made,-0.2418
pens_att,0.0586
shots_total,1.5189
shots_on_target,1.2881
sca,-0.5483
gca,-0.3461
xg,1.2416
crosses_into_penalty_area,-0.4399
passes_into_final_third,-1.1381
passes_into_penalty_area,-0.6851
progressive_passes,-1.3032
carry_progressive_distance,-0.8499
assisted_shots,-0.7045
fouled,0.4188
pens_won,0.0996
tackles,-1.1245
interceptions,-0.9781
blocks,-0.7603
tackles_won,-0.9948
dribble_tackles,-1.1299
dribbles_vs,-0.7241
pressures,1.0334
pressure_regains,0.1322
clearances,-0.2863
errors,-0.3758
aerials_won,2.4847
aerials_lost,3.014
ball_recoveries,-1.5849
pens_conceded,-0.3182
fouls,0.6681
cards_yellow_red,0.51
