position,WB
minutes,1606.0
passes_completed,0.6635
passes,0.8092
dribbles_completed,-0.1306
dribbles,-0.2423
passes_completed_short,0.3893
passes_short,0.4348
passes_completed_medium,0.8214
passes_medium,0.9541
passes_completed_long,0.3856
passes_long,0.501
passes_total_distance,0.7017
passes_free_kicks,-0.2286
through_balls,0.1621
passes_pressure,0.1936
passes_switches,0.226
crosses,1.0827
corner_kicks,-0.5567
passes_intercepted,0.2441
passes_blocked,0.9978
dispossessed,-0.4002
goals,-0.724
assists,0.1273
pens_made,-0.2419
pens_att,-0.2711
shots_total,-0.8623
shots_on_target,-0.8916
sca,-0.2241
gca,-0.2624
xg,-0.6898
crosses_into_penalty_area,0.735
passes_into_final_third,0.4345
passes_into_penalty_area,0.7079
progressive_passes,1.9647
carry_progressive_distance,0.6283
assisted_shots,0.0531
fouled,0.0761
pens_won,-0.2937
tackles,0.1535
interceptions,0.3546
blocks,-0.325
tackles_won,0.0257
dribble_tackles,0.9366
dribbles_vs,-0.0618
pressures,-0.7206
pressure_regains,-0.6874
clearances,0.1994
errors,-0.376
aerials_won,-0.1219
aerials_lost,-0.4544
ball_recoveries,-0.3856
pens_conceded,-0.3183
fouls,-0.7742
cards_yellow_red,-0.1907
