position,LM
minutes,-0.8774
passes_completed,-0.7453
passes,-0.7761
dribbles_completed,-0.4592
dribbles,-0.4523
passes_completed_short,-0.6701
passes_short,-0.681
passes_completed_medium,-0.7228
passes_medium,-0.7562
passes_completed_long,-0.716
passes_long,-0.6884
passes_total_distance,-0.7578
passes_free_kicks,-0.4867
through_balls,-0.073
passes_pressure,-0.7919
passes_switches,-0.6347
crosses,-0.4973
corner_kicks,-0.2505
passes_intercepted,-0.6148
passes_blocked,-0.6475
dispossessed,-0.3908
goals,-0.4721
assists,-0.5781
pens_made,-0.2258
pens_att,-0.2444
shots_total,-0.4847
shots_on_target,-0.3198
sca,-0.565
gca,-0.525
xg,-0.4943
crosses_into_penalty_area,-0.5536
passes_into_final_third,-0.6605
passes_into_penalty_area,-0.4983
progressive_passes,-0.6595
carry_progressive_distance,-0.6866
assisted_shots,-0.5095
fouled,-0.5675
pens_won,-0.3681
tackles,-0.5123
interceptions,-0.5536
blocks,-0.6588
tackles_won,-0.5723
dribble_tackles,-0.5873
dribbles_vs,-0.5818
pressures,-0.6496
pressure_regains,-0.6876
clearances,-0.6002
errors,-0.5331
aerials_won,-0.6032
aerials_lost,-0.5531
ball_recoveries,-0.7393
pens_conceded,-0.4889
fouls,-0.6496
cards_yellow_red,-0.3235
