position,CM
passes_completed,0.6941
passes,0.3576
dribbles_completed,-0.1671
dribbles,-0.2274
passes_completed_short,0.691
passes_short,0.5963
passes_completed_medium,0.6235
passes_medium,0.4184
passes_completed_long,0.1583
passes_long,-0.3499
passes_total_distance,0.4952
passes_free_kicks,-0.176
through_balls,-0.459
passes_pressure,0.4543
passes_switches,-0.0164
crosses,-0.7743
corner_kicks,-0.2051
passes_intercepted,-0.6985
passes_blocked,-0.792
dispossessed,0.0756
goals,-0.3844
assists,-0.8729
pens_made,-0.2739
pens_att,-0.3089
shots_total,-0.3054
shots_on_target,-0.4242
sca,-0.32
gca,-1.0626
xg,-0.5332
crosses_into_penalty_area,-0.8365
passes_into_final_third,0.3753
passes_into_penalty_area,-0.7959
progressive_passes,-0.2993
carry_progressive_distance,-0.4552
assisted_shots,-0.3075
fouled,-0.6442
pens_won,-0.3695
tackles,0.0986
interceptions,-0.0728
blocks,-0.6239
tackles_won,0.1509
dribble_tackles,0.2756
dribbles_vs,0.5621
pressures,1.1465
pressure_regains,1.2247
clearances,-0.4773
errors,0.0926
aerials_won,-0.8387
aerials_lost,-0.2976
ball_recoveries,0.2116
pens_conceded,0.3772
fouls,-0.9066
cards_yellow_red,-0.2618
