position,RW
minutes,-0.5546
passes_completed,-0.1712
passes,-0.195
dribbles_completed,2.5264
dribbles,3.7076
passes_completed_short,0.7095
passes_short,0.979
passes_completed_medium,-0.5629
passes_medium,-0.691
passes_completed_long,-1.0332
passes_long,-1.0621
passes_total_distance,-0.5795
passes_free_kicks,-0.2746
through_balls,-0.632
passes_pressure,-0.6201
passes_switches,-0.4448
crosses,0.7444
corner_kicks,-0.1959
passes_intercepted,1.7048
passes_blocked,0.5383
dispossessed,1.4517
goals,-0.7238
assists,-0.7711
pens_made,-0.2418
pens_att,2.246
shots_total,0.4032
shots_on_target,0.213
sca,1.1975
gca,-0.4466
xg,0.3829
crosses_into_penalty_area,0.0454
passes_into_final_third,-0.5393
passes_into_penalty_area,-0.3173
progressive_passes,-0.0286
carry_progressive_distance,2.8777
assisted_shots,0.0598
fouled,1.7575
pens_won,5.7119
tackles,-0.0199
interceptions,-0.313
blocks,0.4365
tackles_won,0.6001
dribble_tackles,0.5747
dribbles_vs,1.4524
pressures,-0.394
pressure_regains,-0.8153
clearances,-0.5576
errors,-0.3758
aerials_won,0.2652
aerials_lost,-0.1432
ball_recoveries,-0.5579
pens_conceded,-0.3182
fouls,0.0068
cards_yellow_red,-0.1906
