position,RB
passes_completed,1.0847
passes,1.2041
dribbles_completed,1.1772
dribbles,0.5864
passes_completed_short,1.882
passes_short,1.7404
passes_completed_medium,0.5076
passes_medium,0.6802
passes_completed_long,-0.3256
passes_long,-0.2953
passes_total_distance,0.4393
passes_free_kicks,-0.2646
through_balls,0.4561
passes_pressure,0.7775
passes_switches,-0.7757
crosses,0.4553
corner_kicks,-0.4808
passes_intercepted,0.1234
passes_blocked,1.7755
dispossessed,0.2213
goals,-0.7415
assists,2.4506
pens_made,-0.2739
pens_att,-0.3089
shots_total,-0.8927
shots_on_target,-0.9871
sca,0.0559
gca,1.2555
xg,-0.6737
crosses_into_penalty_area,0.1444
passes_into_final_third,-0.3346
passes_into_penalty_area,0.8678
progressive_passes,-0.0276
carry_progressive_distance,1.3284
assisted_shots,0.3188
fouled,1.7021
pens_won,-0.3695
tackles,0.2392
interceptions,0.6541
blocks,1.5574
tackles_won,0.0431
dribble_tackles,0.8885
dribbles_vs,0.7524
pressures,-0.2785
pressure_regains,-0.0157
clearances,0.389
errors,0.871
aerials_won,-0.5364
aerials_lost,0.357
ball_recoveries,0.3674
pens_conceded,-0.4415
fouls,-0.8012
cards_yellow_red,-0.2618
