position,RW
minutes,-0.4356
passes_completed,-0.6239
passes,-0.6222
dribbles_completed,0.5982
dribbles,0.964
passes_completed_short,-0.5146
passes_short,-0.486
passes_completed_medium,-0.6354
passes_medium,-0.6331
passes_completed_long,-0.6229
passes_long,-0.6108
passes_total_distance,-0.6516
passes_free_kicks,-0.5974
through_balls,-0.2865
passes_pressure,-0.6166
passes_switches,-0.4522
crosses,0.1036
corner_kicks,-0.3242
passes_intercepted,-0.3368
passes_blocked,-0.1989
dispossessed,0.4505
goals,-0.3403
assists,-0.3472
pens_made,-0.2258
pens_att,-0.2444
shots_total,-0.2299
shots_on_target,-0.1651
sca,-0.345
gca,-0.3146
xg,-0.1904
crosses_into_penalty_area,0.1933
passes_into_final_third,-0.6232
passes_into_penalty_area,-0.224
progressive_passes,-0.6162
carry_progressive_distance,-0.0573
assisted_shots,-0.4544
fouled,0.5499
pens_won,0.7686
tackles,-0.4558
interceptions,-0.5892
blocks,-0.5098
tackles_won,-0.4546
dribble_tackles,-0.4804
dribbles_vs,-0.3911
pressures,-0.2262
pressure_regains,-0.3794
clearances,-0.5591
errors,-0.5331
aerials_won,-0.5292
aerials_lost,-0.3868
ball_recoveries,-0.5189
pens_conceded,-0.4889
fouls,0.0224
cards_yellow_red,-0.3235
