position,LM
passes_completed,-0.102
passes,0.0768
dribbles_completed,1.7025
dribbles,1.7746
passes_completed_short,0.3927
passes_short,0.4832
passes_completed_medium,-0.3897
passes_medium,-0.216
passes_completed_long,-0.3475
passes_long,-0.2224
passes_total_distance,-0.333
passes_free_kicks,-0.0292
through_balls,1.7506
passes_pressure,0.9465
passes_switches,0.1921
crosses,1.0288
corner_kicks,1.5643
passes_intercepted,1.7275
passes_blocked,1.0643
dispossessed,1.2084
goals,0.3334
assists,1.0938
pens_made,-0.2739
pens_att,0.0848
shots_total,1.2098
shots_on_target,1.631
sca,1.9935
gca,1.3053
xg,0.4361
crosses_into_penalty_area,0.5542
passes_into_final_third,0.2437
passes_into_penalty_area,1.2765
progressive_passes,0.6409
carry_progressive_distance,2.1478
assisted_shots,1.7625
fouled,1.2144
pens_won,0.5805
tackles,0.0936
interceptions,-0.0217
blocks,0.2097
tackles_won,0.0445
dribble_tackles,0.0251
dribbles_vs,1.1595
pressures,1.0224
pressure_regains,0.5989
clearances,-0.7831
errors,-0.5457
aerials_won,-0.9843
aerials_lost,-0.8198
ball_recoveries,-0.3131
pens_conceded,-0.4415
fouls,-0.2685
cards_yellow_red,0.5637
