position,CB
passes_completed,2.7283
passes,2.7061
dribbles_completed,-0.3602
dribbles,-0.4521
passes_completed_short,2.4673
passes_short,2.3664
passes_completed_medium,2.4989
passes_medium,2.4935
passes_completed_long,1.0902
passes_long,0.655
passes_total_distance,2.3505
passes_free_kicks,0.0405
through_balls,1.4413
passes_pressure,1.964
passes_switches,0.4801
crosses,1.3896
corner_kicks,-0.247
passes_intercepted,0.5923
passes_blocked,0.9509
dispossessed,-0.6533
goals,-0.1964
assists,0.0414
pens_made,-0.2739
pens_att,-0.3089
shots_total,0.068
shots_on_target,0.0869
sca,0.2469
gca,-0.1516
xg,-0.5276
crosses_into_penalty_area,1.6372
passes_into_final_third,2.9962
passes_into_penalty_area,1.0534
progressive_passes,1.9427
carry_progressive_distance,1.6793
assisted_shots,0.2721
fouled,-1.1146
pens_won,-0.3695
tackles,-0.5545
interceptions,-0.5601
blocks,0.1865
tackles_won,-0.4685
dribble_tackles,-0.389
dribbles_vs,-0.8036
pressures,-0.8587
pressure_regains,-0.2711
clearances,-0.0476
errors,-0.5457
aerials_won,-0.4743
aerials_lost,-0.5336
ball_recoveries,0.7455
pens_conceded,-0.4415
fouls,-1.195
cards_yellow_red,-0.2618
