position,LB
passes_completed,2.2021
passes,2.3054
dribbles_completed,-0.6
dribbles,-0.5566
passes_completed_short,2.2344
passes_short,2.2098
passes_completed_medium,1.954
passes_medium,2.1096
passes_completed_long,0.917
passes_long,0.9386
passes_total_distance,1.8115
passes_free_kicks,0.1236
through_balls,-0.632
passes_pressure,1.6297
passes_switches,-0.1051
crosses,0.7858
corner_kicks,-0.5565
passes_intercepted,1.3281
passes_blocked,0.5156
dispossessed,-0.5356
goals,-0.7238
assists,0.4742
pens_made,-0.2418
pens_att,-0.271
shots_total,-0.9663
shots_on_target,-0.743
sca,-0.1036
gca,0.89
xg,-0.8071
crosses_into_penalty_area,0.9348
passes_into_final_third,1.2773
passes_into_penalty_area,-0.0324
progressive_passes,1.0777
carry_progressive_distance,1.4298
assisted_shots,0.3335
fouled,0.3811
pens_won,-0.2935
tackles,0.8807
interceptions,1.935
blocks,1.1895
tackles_won,0.4048
dribble_tackles,0.7217
dribbles_vs,0.4018
pressures,-0.9343
pressure_regains,-0.3959
clearances,0.8786
errors,-0.3758
aerials_won,0.6999
aerials_lost,-0.2382
ball_recoveries,1.2005
pens_conceded,0.7469
fouls,-0.2206
cards_yellow_red,-0.1906
