position,LB
minutes,1565.0
passes_completed,0.4743
passes,0.6333
dribbles_completed,-0.5451
dribbles,-0.6828
passes_completed_short,0.2955
passes_short,0.1471
passes_completed_medium,0.4916
passes_medium,0.7835
passes_completed_long,0.3529
passes_long,0.65
passes_total_distance,0.3941
passes_free_kicks,0.2672
through_balls,-0.2246
passes_pressure,-0.2006
passes_switches,-0.3476
crosses,0.7139
corner_kicks,-0.5567
passes_intercepted,-0.6445
passes_blocked,-0.2703
dispossessed,-0.7641
goals,-0.724
assists,0.1509
pens_made,-0.2419
pens_att,-0.2711
shots_total,-1.2143
shots_on_target,-0.888
sca,-0.6058
gca,-0.4986
xg,-0.8498
crosses_into_penalty_area,0.1663
passes_into_final_third,-0.0756
passes_into_penalty_area,-0.2287
progressive_passes,0.0426
carry_progressive_distance,-0.1761
assisted_shots,-0.5697
fouled,-0.2669
pens_won,-0.2937
tackles,-0.2674
interceptions,-0.3148
blocks,0.361
tackles_won,-0.6296
dribble_tackles,0.3897
dribbles_vs,-0.4851
pressures,-1.0314
pressure_regains,-1.2336
clearances,0.6814
errors,-0.376
aerials_won,-0.5005
aerials_lost,-0.6108
ball_recoveries,0.1006
pens_conceded,-0.3183
fouls,-1.1135
cards_yellow_red,-0.1907
