position,FW
passes_completed,-0.9193
passes,-1.0613
dribbles_completed,-0.3614
dribbles,-0.1412
passes_completed_short,-0.3046
passes_short,-0.287
passes_completed_medium,-1.1183
passes_medium,-1.1307
passes_completed_long,-0.8096
passes_long,-0.9602
passes_total_distance,-1.0882
passes_free_kicks,-0.9992
through_balls,0.747
passes_pressure,-0.1917
passes_switches,-0.7778
crosses,-0.5535
corner_kicks,-0.4808
passes_intercepted,-0.1511
passes_blocked,0.2902
dispossessed,0.4172
goals,0.7402
assists,0.7839
pens_made,-0.2739
pens_att,-0.3089
shots_total,0.2723
shots_on_target,0.3752
sca,0.1875
gca,-0.2372
xg,0.6247
crosses_into_penalty_area,0.0804
passes_into_final_third,-0.3571
passes_into_penalty_area,-0.4388
progressive_passes,-0.551
carry_progressive_distance,-0.9049
assisted_shots,0.361
fouled,0.2678
pens_won,-0.3695
tackles,-0.4456
interceptions,-0.8119
blocks,-0.0489
tackles_won,-0.9613
dribble_tackles,-0.4206
dribbles_vs,0.7792
pressures,1.8353
pressure_regains,0.8697
clearances,-0.8355
errors,1.2199
aerials_won,0.216
aerials_lost,1.2999
ball_recoveries,-0.9102
pens_conceded,-0.4415
fouls,1.0106
cards_yellow_red,-0.2618
