position,GK
minutes,-0.7987
passes_completed,-0.7318
passes,-0.7406
dribbles_completed,-0.6858
dribbles,-0.6807
passes_completed_short,-0.7966
passes_short,-0.8226
passes_completed_medium,-0.6901
passes_medium,-0.7384
passes_completed_long,-0.4134
passes_long,-0.3226
passes_total_distance,-0.6034
passes_free_kicks,-0.2101
through_balls,-0.5
passes_pressure,-0.8664
passes_switches,-0.5799
crosses,-0.6066
corner_kicks,-0.3242
passes_intercepted,-0.7737
passes_blocked,-0.797
dispossessed,-0.7273
goals,-0.4721
assists,-0.5781
pens_made,-0.2258
pens_att,-0.2444
shots_total,-0.6611
shots_on_target,-0.5775
sca,-0.7162
gca,-0.6302
xg,-0.5088
crosses_into_penalty_area,-0.5536
passes_into_final_third,-0.6884
passes_into_penalty_area,-0.6203
progressive_passes,-0.7807
carry_progressive_distance,-0.808
assisted_shots,-0.6747
fouled,-0.7961
pens_won,-0.3681
tackles,-0.8512
interceptions,-0.8029
blocks,-0.8928
tackles_won,-0.8371
dribble_tackles,-0.8012
dribbles_vs,-0.8488
pressures,-0.911
pressure_regains,-0.9168
clearances,-0.6002
errors,-0.5331
aerials_won,-0.6772
aerials_lost,-0.761
ball_recoveries,-0.8066
pens_conceded,-0.4889
fouls,-0.9183
cards_yellow_red,-0.3235
