position,AM
minutes,-0.1578
passes_completed,0.9519
passes,0.7588
dribbles_completed,-0.0701
dribbles,-0.0515
passes_completed_short,1.5467
passes_short,1.4954
passes_completed_medium,0.3506
passes_medium,0.2744
passes_completed_long,0.2392
passes_long,-0.1625
passes_total_distance,0.5642
passes_free_kicks,0.2327
through_balls,0.7807
passes_pressure,0.8631
passes_switches,-0.2555
crosses,-0.3135
corner_kicks,-0.3042
passes_intercepted,0.012
passes_blocked,0.0752
dispossessed,-0.3616
goals,-0.3429
assists,-0.7711
pens_made,-0.2418
pens_att,-0.271
shots_total,-0.2125
shots_on_target,-0.3771
sca,0.9625
gca,-1.0099
xg,0.0163
crosses_into_penalty_area,-0.3804
passes_into_final_third,1.2249
passes_into_penalty_area,0.7708
progressive_passes,0.7105
carry_progressive_distance,0.6897
assisted_shots,0.8952
fouled,0.49
pens_won,-0.2935
tackles,-0.2382
interceptions,-0.8033
blocks,-0.5746
tackles_won,-0.2089
dribble_tackles,-0.5575
dribbles_vs,-0.175
pressures,0.2389
pressure_regains,-0.3201
clearances,-0.3749
errors,-0.3758
aerials_won,-0.8024
aerials_lost,0.6057
ball_recoveries,-0.2216
pens_conceded,-0.3182
fouls,-0.1071
cards_yellow_red,-0.1906
