position,LW
minutes,-0.6181
passes_completed,0.6053
passes,0.9396
dribbles_completed,0.227
dribbles,0.7392
passes_completed_short,1.098
passes_short,1.3457
passes_completed_medium,0.2653
passes_medium,0.6295
passes_completed_long,0.1214
passes_long,0.3486
passes_total_distance,0.3175
passes_free_kicks,1.9486
through_balls,1.4669
passes_pressure,0.1723
passes_switches,-0.9184
crosses,0.208
corner_kicks,2.9576
passes_intercepted,0.9198
passes_blocked,0.9454
dispossessed,-0.2413
goals,-0.7238
assists,0.4163
pens_made,-0.2418
pens_att,-0.271
shots_total,1.1668
shots_on_target,-0.3026
sca,2.5251
gca,1.6252
xg,0.1731
crosses_into_penalty_area,0.1971
passes_into_final_third,-0.083
passes_into_penalty_area,3.5558
progressive_passes,0.9795
carry_progressive_distance,1.8929
assisted_shots,3.0711
fouled,-1.0648
pens_won,-0.2935
tackles,-1.6178
interceptions,-0.708
blocks,-1.4191
tackles_won,-1.3177
dribble_tackles,-1.4373
dribbles_vs,-1.4494
pressures,-0.5954
pressure_regains,-0.8521
clearances,-0.7476
errors,-0.3758
aerials_won,-1.1368
aerials_lost,-1.0196
ball_recoveries,-1.0683
pens_conceded,-0.3182
fouls,-1.5643
cards_yellow_red,-0.1906
