position,CM
minutes,873.0
passes_completed,0.2428
passes,0.014
dribbles_completed,0.1212
dribbles,-0.0102
passes_completed_short,-0.1186
passes_short,-0.2848
passes_completed_medium,0.3998
passes_medium,0.2711
passes_completed_long,0.5107
passes_long,0.0516
passes_total_distance,0.3902
passes_free_kicks,-0.1705
through_balls,-0.6322
passes_pressure,0.5104
passes_switches,-0.0696
crosses,-0.8809
corner_kicks,-0.5567
passes_intercepted,-0.8911
passes_blocked,-0.6614
dispossessed,-0.3649
goals,-0.724
assists,-0.7714
pens_made,-0.2419
pens_att,-0.2711
shots_total,-1.1181
shots_on_target,-0.7762
sca,-0.926
gca,-0.093
xg,-0.6689
crosses_into_penalty_area,-0.4861
passes_into_final_third,0.4588
passes_into_penalty_area,-0.9855
progressive_passes,-0.4726
carry_progressive_distance,-0.2594
assisted_shots,-0.9515
fouled,0.4241
pens_won,-0.2937
tackles,2.18
interceptions,1.8117
blocks,-0.2444
tackles_won,3.2118
dribble_tackles,-0.0728
dribbles_vs,0.088
pressures,0.7854
pressure_regains,1.7749
clearances,0.0399
errors,-0.376
aerials_won,-0.2033
aerials_lost,0.0647
ball_recoveries,0.1966
pens_conceded,-0.3183
fouls,-0.5422
cards_yellow_red,-0.1907
