position,WB
minutes,604.0
passes_completed,-0.2909
passes,0.0208
dribbles_completed,0.0715
dribbles,-0.3588
passes_completed_short,-0.1449
passes_short,-0.1121
passes_completed_medium,-0.3176
passes_medium,0.0466
passes_completed_long,-0.1916
passes_long,0.1722
passes_total_distance,-0.2968
passes_free_kicks,-0.6704
through_balls,-0.6322
passes_pressure,-1.3028
passes_switches,-0.2775
crosses,1.8137
corner_kicks,-0.5567
passes_intercepted,0.5873
passes_blocked,1.1799
dispossessed,-0.0659
goals,-0.724
assists,-0.7714
pens_made,-0.2419
pens_att,-0.2711
shots_total,-0.8637
shots_on_target,-1.029
sca,-0.2284
gca,-1.0103
xg,-0.7841
crosses_into_penalty_area,1.2575
passes_into_final_third,-0.4393
passes_into_penalty_area,0.3233
progressive_passes,-0.0528
carry_progressive_distance,0.1242
assisted_shots,0.5305
fouled,-0.659
pens_won,-0.2937
tackles,1.9112
interceptions,1.1668
blocks,2.3339
tackles_won,1.2906
dribble_tackles,3.2974
dribbles_vs,1.5314
pressures,-0.3779
pressure_regains,-0.7427
clearances,-0.2977
errors,2.7494
aerials_won,-0.6873
aerials_lost,-1.3278
ball_recoveries,1.1128
pens_conceded,-0.3183
fouls,-1.5623
cards_yellow_red,-0.1907
