position,LM
passes_completed,-0.2461
passes,0.0803
dribbles_completed,2.5565
dribbles,2.186
passes_completed_short,0.0992
passes_short,0.2723
passes_completed_medium,-0.4907
passes_medium,-0.3399
passes_completed_long,-0.1544
passes_long,0.2229
passes_total_distance,-0.3072
passes_free_kicks,0.1856
through_balls,0.2976
passes_pressure,0.4931
passes_switches,2.2553
crosses,2.6907
corner_kicks,2.7763
passes_intercepted,0.7877
passes_blocked,1.4616
dispossessed,1.0094
goals,1.4316
assists,1.0455
pens_made,-0.2739
pens_att,-0.3089
shots_total,1.7116
shots_on_target,1.3564
sca,1.7409
gca,0.9445
xg,1.2366
crosses_into_penalty_area,2.6317
passes_into_final_third,-0.3492
passes_into_penalty_area,1.9128
progressive_passes,0.1797
carry_progressive_distance,1.4195
assisted_shots,2.0644
fouled,0.392
pens_won,-0.3695
tackles,-1.0171
interceptions,-0.3658
blocks,-0.2778
tackles_won,-0.989
dribble_tackles,-0.7898
dribbles_vs,-0.7846
pressures,-0.058
pressure_regains,0.0741
clearances,-0.7771
errors,-0.5457
aerials_won,-0.4446
aerials_lost,-0.3981
ball_recoveries,-0.293
pens_conceded,-0.4415
fouls,-0.3291
cards_yellow_red,-0.2618
