position,RM
minutes,-0.1334
passes_completed,-0.0009
passes,0.0066
dribbles_completed,1.3284
dribbles,1.4513
passes_completed_short,0.3479
passes_short,0.3345
passes_completed_medium,-0.1947
passes_medium,-0.1729
passes_completed_long,-0.2923
passes_long,-0.2506
passes_total_distance,-0.1456
passes_free_kicks,-0.0072
through_balls,1.208
passes_pressure,0.0848
passes_switches,0.1316
crosses,0.2493
corner_kicks,1.5909
passes_intercepted,0.0604
passes_blocked,0.5984
dispossessed,0.9072
goals,-0.0767
assists,1.0381
pens_made,-0.2258
pens_att,0.3272
shots_total,-0.0338
shots_on_target,0.1958
sca,0.3974
gca,0.3165
xg,0.1279
crosses_into_penalty_area,0.5668
passes_into_final_third,0.0096
passes_into_penalty_area,0.904
progressive_passes,0.1543
carry_progressive_distance,0.8837
assisted_shots,0.9227
fouled,0.296
pens_won,0.7686
tackles,-0.1169
interceptions,-0.3399
blocks,-0.3184
tackles_won,-0.0427
dribble_tackles,0.0009
dribbles_vs,0.0094
pressures,0.2253
pressure_regains,0.1027
clearances,-0.5283
errors,-0.5331
aerials_won,-0.5847
aerials_lost,-0.366
ball_recoveries,-0.3396
pens_conceded,-0.4889
fouls,-0.1926
cards_yellow_red,-0.3235
