position,DM
minutes,1878.0
passes_completed,1.6238
passes,1.3574
dribbles_completed,0.1838
dribbles,0.0313
passes_completed_short,0.8932
passes_short,0.7639
passes_completed_medium,1.665
passes_medium,1.536
passes_completed_long,1.7684
passes_long,0.9546
passes_total_distance,1.7051
passes_free_kicks,1.0136
through_balls,0.3867
passes_pressure,1.0972
passes_switches,0.4532
crosses,-0.8197
corner_kicks,-0.5567
passes_intercepted,0.7261
passes_blocked,-0.3962
dispossessed,-0.059
goals,-0.724
assists,-0.7714
pens_made,-0.2419
pens_att,-0.2711
shots_total,-0.6272
shots_on_target,-0.4416
sca,-0.4348
gca,-1.0103
xg,-0.7878
crosses_into_penalty_area,-0.5117
passes_into_final_third,2.1336
passes_into_penalty_area,-0.2587
progressive_passes,1.4434
carry_progressive_distance,1.3245
assisted_shots,-0.845
fouled,1.6375
pens_won,-0.2937
tackles,-0.5511
interceptions,0.5671
blocks,0.2103
tackles_won,-0.7469
dribble_tackles,-0.0418
dribbles_vs,0.3376
pressures,0.1787
pressure_regains,-0.0004
clearances,-0.092
errors,-0.376
aerials_won,-0.6066
aerials_lost,-0.3817
ball_recoveries,0.8302
pens_conceded,-0.3183
fouls,-0.4149
cards_yellow_red,-0.1907
