position,LW
minutes,989.0
passes_completed,-0.8107
passes,-0.5399
dribbles_completed,-0.2394
dribbles,-0.2809
passes_completed_short,-0.5863
passes_short,-0.7134
passes_completed_medium,-0.8516
passes_medium,-0.8263
passes_completed_long,-0.5838
passes_long,0.4086
passes_total_distance,-0.8251
passes_free_kicks,1.4476
through_balls,0.0127
passes_pressure,0.0479
passes_switches,0.4573
crosses,1.6412
corner_kicks,2.8123
passes_intercepted,-0.5779
passes_blocked,0.5258
dispossessed,-0.3851
goals,0.3191
assists,-0.7714
pens_made,-0.2419
pens_att,-0.2711
shots_total,0.6824
shots_on_target,0.3095
sca,1.0521
gca,-0.2006
xg,0.0243
crosses_into_penalty_area,-0.5289
passes_into_final_third,-0.511
passes_into_penalty_area,-0.1694
progressive_passes,-0.0753
carry_progressive_distance,-1.1186
assisted_shots,1.6105
fouled,-0.805
pens_won,-0.2937
tackles,-1.2153
interceptions,-0.1152
blocks,-0.0623
tackles_won,-1.0407
dribble_tackles,-0.4739
dribbles_vs,0.0603
pressures,1.0047
pressure_regains,0.6896
clearances,-0.5223
errors,-0.376
aerials_won,-0.6792
aerials_lost,-0.5714
ball_recoveries,-0.2064
pens_conceded,-0.3183
fouls,-1.4554
cards_yellow_red,-0.1907
