position,RW
passes_completed,-0.2621
passes,-0.0531
dribbles_completed,0.9571
dribbles,1.2671
passes_completed_short,-0.0304
passes_short,-0.0914
passes_completed_medium,-0.317
passes_medium,-0.0397
passes_completed_long,-0.7257
passes_long,-0.3765
passes_total_distance,-0.4479
passes_free_kicks,0.1554
through_balls,-0.632
passes_pressure,0.7487
passes_switches,1.01
crosses,1.1272
corner_kicks,2.2844
passes_intercepted,1.066
passes_blocked,1.0477
dispossessed,0.2791
goals,0.7057
assists,1.2287
pens_made,-0.2418
pens_att,-0.271
shots_total,-0.2817
shots_on_target,-0.4172
sca,-0.0598
gca,0.0996
xg,-0.7116
crosses_into_penalty_area,0.9139
passes_into_final_third,-0.5559
passes_into_penalty_area,0.2527
progressive_passes,-0.4592
carry_progressive_distance,0.156
assisted_shots,0.754
fouled,0.0201
pens_won,-0.2935
tackles,0.098
interceptions,-1.1154
blocks,-0.782
tackles_won,-0.0911
dribble_tackles,-0.1164
dribbles_vs,-0.2125
pressures,1.7323
pressure_regains,2.0173
clearances,-0.865
errors,-0.3758
aerials_won,-0.1327
aerials_lost,0.4866
ball_recoveries,-0.6852
pens_conceded,-0.3182
fouls,-0.0245
cards_yellow_red,-0.1906
