position,AM
minutes,444.0
passes_completed,-0.0534
passes,-0.0149
dribbles_completed,0.3216
dribbles,-0.0315
passes_completed_short,0.3855
passes_short,0.3791
passes_completed_medium,-0.1902
passes_medium,-0.1524
passes_completed_long,-0.4389
passes_long,-0.341
passes_total_distance,-0.2972
passes_free_kicks,-0.0653
through_balls,-0.6322
passes_pressure,0.1104
passes_switches,-0.5263
crosses,0.2016
corner_kicks,2.3296
passes_intercepted,1.9436
passes_blocked,0.5019
dispossessed,1.1086
goals,0.4378
assists,0.854
pens_made,-0.2419
pens_att,-0.2711
shots_total,1.019
shots_on_target,1.4555
sca,2.2669
gca,-0.1085
xg,0.274
crosses_into_penalty_area,0.5832
passes_into_final_third,0.2372
passes_into_penalty_area,-0.0399
progressive_passes,-0.2396
carry_progressive_distance,-0.2756
assisted_shots,3.2626
fouled,-1.666
pens_won,-0.2937
tackles,-0.5296
interceptions,0.0579
blocks,-0.4393
tackles_won,-0.7729
dribble_tackles,0.1725
dribbles_vs,0.4107
pressures,0.7073
pressure_regains,0.9642
clearances,-0.8935
errors,-0.376
aerials_won,-0.5251
aerials_lost,-1.1172
ball_recoveries,-0.964
pens_conceded,-0.3183
fouls,-0.0751
cards_yellow_red,-0.1907
