position,WB
minutes,309.0
passes_completed,0.7609
passes,0.8231
dribbles_completed,0.3628
dribbles,0.1138
passes_completed_short,0.6343
passes_short,0.6004
passes_completed_medium,0.956
passes_medium,1.1066
passes_completed_long,-0.0644
passes_long,-0.0584
passes_total_distance,0.6417
passes_free_kicks,-0.6784
through_balls,-0.6322
passes_pressure,1.2734
passes_switches,0.1652
crosses,0.7859
corner_kicks,-0.5567
passes_intercepted,2.2389
passes_blocked,0.2605
dispossessed,0.8925
goals,-0.724
assists,-0.7714
pens_made,-0.2419
pens_att,-0.2711
shots_total,-1.3358
shots_on_target,-1.029
sca,0.2112
gca,0.2855
xg,-0.8911
crosses_into_penalty_area,2.24
passes_into_final_third,-0.5554
passes_into_penalty_area,0.9697
progressive_passes,0.7419
carry_progressive_distance,1.3855
assisted_shots,0.696
fouled,0.3024
pens_won,-0.2937
tackles,-0.5902
interceptions,-0.4195
blocks,-0.9777
tackles_won,-0.3083
dribble_tackles,-1.4379
dribbles_vs,-1.6302
pressures,-0.458
pressure_regains,-0.4091
clearances,0.3876
errors,-0.376
aerials_won,-0.2577
aerials_lost,0.7906
ball_recoveries,-0.4114
pens_conceded,-0.3183
fouls,-0.6297
cards_yellow_red,-0.1907
