position,DM
passes_completed,0.6737
passes,0.6905
dribbles_completed,0.5501
dribbles,0.1629
passes_completed_short,0.5306
passes_short,0.5981
passes_completed_medium,0.7148
passes_medium,0.7918
passes_completed_long,0.2389
passes_long,-0.0236
passes_total_distance,0.5763
passes_free_kicks,-0.2411
through_balls,0.57
passes_pressure,1.6419
passes_switches,0.224
crosses,-0.3789
corner_kicks,-0.4659
passes_intercepted,1.2611
passes_blocked,0.1663
dispossessed,0.5249
goals,0.4751
assists,0.2932
pens_made,-0.2739
pens_att,0.0412
shots_total,0.8606
shots_on_target,0.4168
sca,0.5963
gca,0.2445
xg,0.4955
crosses_into_penalty_area,-0.5676
passes_into_final_third,2.1353
passes_into_penalty_area,0.7944
progressive_passes,1.7489
carry_progressive_distance,0.2781
assisted_shots,0.4734
fouled,-0.9014
pens_won,0.4753
tackles,0.6301
interceptions,0.1327
blocks,0.3743
tackles_won,0.7248
dribble_tackles,0.1552
dribbles_vs,0.5447
pressures,1.5171
pressure_regains,1.7058
clearances,-0.222
errors,0.0756
aerials_won,0.7294
aerials_lost,0.4748
ball_recoveries,0.4868
pens_conceded,-0.043
fouls,1.0541
cards_yellow_red,-0.2618
