position,WB
minutes,310.0
passes_completed,0.8809
passes,0.9741
dribbles_completed,-0.6024
dribbles,0.1094
passes_completed_short,1.7306
passes_short,1.6008
passes_completed_medium,0.4904
passes_medium,0.5308
passes_completed_long,-0.5933
passes_long,-0.0641
passes_total_distance,0.3794
passes_free_kicks,-0.3369
through_balls,-0.6322
passes_pressure,1.2592
passes_switches,-0.7728
crosses,0.5403
corner_kicks,-0.5567
passes_intercepted,-1.1772
passes_blocked,2.3727
dispossessed,1.5422
goals,-0.724
assists,1.5567
pens_made,-0.2419
pens_att,-0.2711
shots_total,-1.3358
shots_on_target,-1.029
sca,-0.0303
gca,1.5729
xg,-0.8911
crosses_into_penalty_area,0.1762
passes_into_final_third,0.5089
passes_into_penalty_area,0.0542
progressive_passes,1.4773
carry_progressive_distance,-0.1251
assisted_shots,0.6893
fouled,-1.666
pens_won,-0.2937
tackles,1.1238
interceptions,-1.0305
blocks,0.3872
tackles_won,0.7022
dribble_tackles,2.4063
dribbles_vs,0.4169
pressures,0.1328
pressure_regains,0.1546
clearances,1.0824
errors,-0.376
aerials_won,-0.5528
aerials_lost,-0.1212
ball_recoveries,0.0033
pens_conceded,-0.3183
fouls,-0.164
cards_yellow_red,-0.1907
