position,AM
minutes,-0.5312
passes_completed,-0.8454
passes,-0.8758
dribbles_completed,-0.0495
dribbles,0.2802
passes_completed_short,-0.7436
passes_short,-0.6069
passes_completed_medium,-0.7023
passes_medium,-0.8557
passes_completed_long,-0.5813
passes_long,-0.4291
passes_total_distance,-0.809
passes_free_kicks,0.113
through_balls,-0.632
passes_pressure,-0.3947
passes_switches,0.4083
crosses,-0.5406
corner_kicks,1.1551
passes_intercepted,-0.4482
passes_blocked,0.241
dispossessed,0.7622
goals,0.6541
assists,0.1928
pens_made,-0.2418
pens_att,-0.271
shots_total,-0.0658
shots_on_target,-0.1446
sca,-0.0206
gca,0.0596
xg,0.232
crosses_into_penalty_area,-0.4253
passes_into_final_third,-0.6681
passes_into_penalty_area,-0.1795
progressive_passes,-1.2873
carry_progressive_distance,-0.3062
assisted_shots,0.5039
fouled,-0.6905
pens_won,-0.2935
tackles,-0.9724
interceptions,-0.6315
blocks,-0.6496
tackles_won,-0.5744
dribble_tackles,-0.8006
dribbles_vs,-0.9825
pressures,-0.0004
pressure_regains,-0.5263
clearances,-0.6532
errors,-0.3758
aerials_won,-0.7738
aerials_lost,0.2963
ball_recoveries,0.0207
pens_conceded,-0.3182
fouls,-0.6813
cards_yellow_red,-0.1906
