position,CB
minutes,6383.0
passes_completed,1.0415
passes,0.8454
dribbles_completed,-1.0248
dribbles,-1.0283
passes_completed_short,-0.552
passes_short,-0.749
passes_completed_medium,1.7638
passes_medium,1.5921
passes_completed_long,1.849
passes_long,1.5054
passes_total_distance,1.5824
passes_free_kicks,0.5585
through_balls,-0.3324
passes_pressure,-0.7457
passes_switches,0.1307
crosses,-1.0778
corner_kicks,-0.5567
passes_intercepted,-0.6348
passes_blocked,-0.9391
dispossessed,-1.2714
goals,-0.5624
assists,-0.7714
pens_made,-0.2419
pens_att,-0.2711
shots_total,-0.7848
shots_on_target,-0.787
sca,-1.3354
gca,-0.8849
xg,-0.4656
crosses_into_penalty_area,-0.7011
passes_into_final_third,0.439
passes_into_penalty_area,-1.1095
progressive_passes,-0.025
carry_progressive_distance,0.3338
assisted_shots,-1.1527
fouled,-0.2176
pens_won,-0.2937
tackles,-0.2334
interceptions,1.5468
blocks,0.1757
tackles_won,-0.5542
dribble_tackles,-0.243
dribbles_vs,-0.9116
pressures,-1.6349
pressure_regains,-1.5341
clearances,1.8884
errors,0.807
aerials_won,0.3672
aerials_lost,-0.3902
ball_recoveries,0.6887
pens_conceded,0.4553
fouls,-0.4007
cards_yellow_red,-0.1907
