position,WB
minutes,1837.0
passes_completed,-0.6763
passes,-0.5294
dribbles_completed,-0.8104
dribbles,-0.6698
passes_completed_short,-0.3381
passes_short,-0.4084
passes_completed_medium,-0.7388
passes_medium,-0.5027
passes_completed_long,-0.6345
passes_long,-0.3533
passes_total_distance,-0.6971
passes_free_kicks,-0.9642
through_balls,-0.6322
passes_pressure,-0.3855
passes_switches,-0.5551
crosses,0.8845
corner_kicks,-0.5567
passes_intercepted,-0.4796
passes_blocked,-0.0774
dispossessed,-0.6941
goals,-0.4432
assists,-0.3785
pens_made,-0.2419
pens_att,-0.2711
shots_total,-0.9736
shots_on_target,-0.9089
sca,-0.6057
gca,-0.7924
xg,-0.6447
crosses_into_penalty_area,1.2288
passes_into_final_third,-0.7257
passes_into_penalty_area,0.3777
progressive_passes,-0.6454
carry_progressive_distance,-0.9759
assisted_shots,-0.1994
fouled,-0.8051
pens_won,-0.2937
tackles,0.2925
interceptions,-0.4082
blocks,1.4999
tackles_won,0.3913
dribble_tackles,0.3786
dribbles_vs,0.1588
pressures,0.3043
pressure_regains,-0.1931
clearances,0.3711
errors,-0.376
aerials_won,-0.0523
aerials_lost,0.0466
ball_recoveries,-0.1023
pens_conceded,2.3697
fouls,-0.0611
cards_yellow_red,-0.1907
