position,LW
minutes,478.0
passes_completed,-0.225
passes,-0.132
dribbles_completed,0.6254
dribbles,0.9008
passes_completed_short,0.1155
passes_short,-0.0331
passes_completed_medium,-0.4503
passes_medium,-0.4879
passes_completed_long,-0.245
passes_long,0.2228
passes_total_distance,-0.3519
passes_free_kicks,1.8661
through_balls,0.7022
passes_pressure,1.2191
passes_switches,0.017
crosses,-0.0489
corner_kicks,3.0179
passes_intercepted,-1.4164
passes_blocked,0.0586
dispossessed,1.1421
goals,-0.724
assists,2.2483
pens_made,-0.2419
pens_att,-0.2711
shots_total,0.0561
shots_on_target,-0.1059
sca,0.7647
gca,1.5027
xg,-0.2147
crosses_into_penalty_area,-0.8508
passes_into_final_third,-0.2417
passes_into_penalty_area,-0.1301
progressive_passes,-0.369
carry_progressive_distance,-0.3407
assisted_shots,0.7678
fouled,-0.9025
pens_won,-0.2937
tackles,-0.4091
interceptions,-1.6376
blocks,-0.2793
tackles_won,-0.19
dribble_tackles,0.058
dribbles_vs,-1.0871
pressures,1.8156
pressure_regains,1.8021
clearances,-0.9021
errors,-0.376
aerials_won,0.1894
aerials_lost,1.2155
ball_recoveries,-0.9
pens_conceded,-0.3183
fouls,-1.1301
cards_yellow_red,-0.1907
