position,RW
passes_completed,-0.6152
passes,-0.5184
dribbles_completed,3.234
dribbles,2.7127
passes_completed_short,-0.4048
passes_short,-0.2866
passes_completed_medium,-0.7585
passes_medium,-0.6593
passes_completed_long,-0.257
passes_long,-0.3081
passes_total_distance,-0.5932
passes_free_kicks,-0.257
through_balls,-0.3258
passes_pressure,0.5394
passes_switches,0.0403
crosses,2.1783
corner_kicks,0.4688
passes_intercepted,0.4721
passes_blocked,0.4687
dispossessed,1.6169
goals,0.0191
assists,1.3074
pens_made,-0.2418
pens_att,-0.271
shots_total,0.2616
shots_on_target,0.0304
sca,1.3702
gca,0.5276
xg,-0.3631
crosses_into_penalty_area,1.7473
passes_into_final_third,-0.2225
passes_into_penalty_area,0.6519
progressive_passes,-0.2301
carry_progressive_distance,2.381
assisted_shots,1.5832
fouled,1.546
pens_won,-0.2935
tackles,-1.0991
interceptions,-0.3722
blocks,-0.7203
tackles_won,-1.0801
dribble_tackles,-0.8652
dribbles_vs,-1.1591
pressures,-0.2556
pressure_regains,-0.653
clearances,-0.5729
errors,-0.3758
aerials_won,-0.0062
aerials_lost,0.6477
ball_recoveries,-0.7689
pens_conceded,-0.3182
fouls,-0.1549
cards_yellow_red,-0.1906
